,customer_id,member_id,full_name,gender,date_of_birth,address,city,country,phone_number,email,occupation,education,marital_status,membership_level,join_date,expiry_date,membership_status,customer_points,total_redeemed_points,discount_rate,referral_code,age,membership_lifespan,num_day_since_last_active,num_active_last_7d,num_active_last_14d,num_active_last_30d,signup_in_latenight,most_active_hour,num_apply_lending,total_amount_spent,total_amount_spent_last_30d,total_amount_spent_last_60d,total_amount_spent_last_90d,total_amount_spent_last_180d,total_amount_spent_last_365d,total_tax_amount_spent,total_fee_amount_spent,num_completed_txn,num_canceled_txn,num_reject_txn,pct_reject2total_txn,top_rejected_reason,num_refunded_txn,top_refunded_reason,top_payment_method,top_payment_channel,is_ordering_shipping_address_same,prob_abuse_promotion,num_used_promotion,prob_abnormal_activity,num_select_promotion,num_interest_products,income_spending_ratio,income_stability,total_tax_amount,income_source,annually_income_segment,top_property_type,in_debt,monthly_bill_amount,total_annual_bill_amount
1781,81506,81506,Lỗ Nhật Q***n,Nam,2000-08-08,"1277/12/149, Trần Quang Khải, Phường Cát Lái, Quận 5, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,445.917.6729x140,iwilliams@example.net,Bác sĩ,Đại học,Độc thân,VIP,2020-03-02,,Active,697,350,0.1,FM454,22,129,206,286,313,498,False,20,9,6820504000,13364000,603068000,605535000,716135000,485845000,83947000,4500140,177,27,46,0.350358886484366,Sản phẩm không đáp ứng yêu cầu của khách hàng,6,Vấn đề khác,Tiền mặt khi nhận hàng (COD),"(['Cổng thanh toán của bên thứ ba'], [0])",True,0.0660831473768185,34,0.72,301,32,0.7740322897222234,Ổn định,1359000,Freelancer,Trên 3 tỷ,Nhà ở chính,Không,39000000,323940000
1782,60576,60576,La Nguyên Q***h,Nam,2009-12-01,"1612/34/141/282x, Đường Bạch Đằng, Phường 4, Hòa Bình, Bắc Ninh, Việt Nam",Bắc Ninh,Việt Nam,(302)208-2928x308,caroline18@example.com,Lập trình viên,Không có,Có 1 bé,VIP,2017-12-05,,Active,584,33,0.05,SZ797,13,273,174,63,161,239,True,22,9,8665765000,509526000,763643000,311710000,239877000,651541000,48669300,9587390,26,69,3,0.2388086715712064,Dịch vụ không chuyên nghiệp,11,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán bằng QR Code,"(['Ứng dụng điện thoại di động'], [0])",False,0.3535296917370074,6,0.42,405,30,0.6946068699590694,Ổn định,4453000,Kinh doanh truyền thống,Trên 1 tỷ,Đất đai,Có,32000000,537672000
1783,81190,81190,Dương Hải N**t,Nam,1993-11-21,"217/3/188/45b, Nguyễn Du, Phường Bình Trưng Tây, Thạch Thất, Hà Nội, Việt Nam",Hà Nội,Việt Nam,434-310-8217,ubaldwin@example.net,Kiến trúc sư,Không có,Độc thân,VIP,2022-10-25,,Active,829,385,0.1,KG667,29,187,347,251,120,338,True,15,12,3074619000,786643000,921091000,193010000,921527000,660123000,95393000,3769440,282,82,4,0.1449451225289252,Dịch vụ không chuyên nghiệp,7,Sản phẩm gửi sai,Chuyển khoản ngân hàng,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.7967773807466034,78,0.08,59,37,0.5589285511885472,Rất ổn định,209000,Cho thuê,Từ 300 triệu tới 1 tỷ,Nhà ở chính,Có,28500000,176292000
1784,16405,16405,Trang Đan B**h,Nam,2011-08-02,"1612/954, Điện Biên Phủ, Phường 4, Đan Phượng, Hà Nội, Việt Nam",Hà Nội,Việt Nam,(909)782-5022x92396,toddjones@example.net,Kỹ sư phần mềm,Đại học,Độc thân,VIP,2022-07-02,,Active,811,732,0.1,YJ153,11,781,262,75,22,32,False,19,19,9495113000,743434000,738101000,277243000,75536000,273955000,52768600,3226600,173,94,45,0.9024290369140968,Sản phẩm không như hình ảnh minh họa,1,Sản phẩm nhận không đủ số lượng,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",True,0.4523300590989558,66,0.28,210,16,0.8397138929605849,Rất ổn định,933000,Cho thuê,Từ 300 triệu tới 1 tỷ,Nhà ở chính,Có,5900000,433080000
1785,4627,4627,Hạ Anh P****g,Nam,1987-11-19,"1583/78/3E, Lý Chính Thắng, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,708-567-6009x207,martin99@example.org,Kỹ sư,Trung học phổ thông,Có gia đình,VIP,2015-10-15,2016-04-28,Expired,620,59,0.07,DV922,35,512,229,70,68,609,False,0,20,4986534000,922060000,613874000,585202000,950473000,403577000,28240600,3914430,298,63,1,0.4115452809434704,Khách hàng không hài lòng với trải nghiệm mua hàng,4,Sản phẩm không đúng mô tả,Tiền mặt khi nhận hàng (COD),"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.7534660352671868,72,0.05,239,20,0.3195552421170342,Tạm ổn,5010000,Kinh doanh truyền thống,Trên 1 tỷ,Đất đai,Có,45400000,472416000
1786,45138,45138,Đỗ Như T***h,Nữ,1996-06-23,"2915/155, Đường Hùng Vương, Phường Linh Xuân, Quận 3, Hà Nội, Việt Nam",Hà Nội,Việt Nam,490-699-5590x878,lisa49@example.org,Lập trình viên,Tiến sĩ,Độc thân,VIP,2018-05-09,,Active,532,58,0.1,QQ338,26,832,107,12,207,379,False,13,11,8315186000,791621000,158370000,908588000,426353000,358660000,11753400,6679670,123,89,1,0.0559142930948108,Sản phẩm không hoạt động đúng cách,7,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,"(['Ứng dụng điện thoại di động'], [0])",True,0.9463045718258316,96,0.87,344,26,0.9559320229515746,Ổn định,1398000,Kinh doanh truyền thống,Trên 1 tỷ,Căn hộ/Chung cư,Có,8500000,588780000
1787,32723,32723,Lục Bích B**h,Nam,2002-05-27,"1975/84/151/283F, Võ Văn Kiệt, Phường Bình Trưng Đông, Ba Vì, Hà Nội, Việt Nam",Hà Nội,Việt Nam,(536)973-5523x4566,hsimpson@example.org,Lập trình viên,Trung học phổ thông,Độc thân,Loyalty,2015-06-19,,Active,350,21,0.05,GW255,20,298,2,166,587,508,False,11,17,7898893000,619119000,979645000,782871000,376458000,629266000,37994400,8067030,19,44,59,0.3922186690185497,Sản phẩm giao muộn so với hẹn giao,12,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán qua cổng thanh toán trực tuyến,"(['Ứng dụng điện thoại di động'], [0])",True,0.4784056784356049,42,0.02,296,5,0.8131456243128118,Rất ổn định,186000,Cho thuê,Trên 1 tỷ,Nhà ở chính,Có,3100000,512232000
1788,89281,89281,Khương Thị Q**n,Nữ,1986-07-21,"868/25/65, Lê Văn Phan, Phường Linh Trung, Tây Hồ, Bà Rịa - Vũng Tàu, Việt Nam",Bà Rịa - Vũng Tàu,Việt Nam,282.305.8884x494,wellschristopher@example.net,Kỹ sư hạ tầng mạng,Sinh viên,Độc thân,Loyalty,2022-08-03,,Active,391,360,0.03,SW996,36,701,8,277,108,443,True,12,2,2537975000,922052000,522244000,743714000,991710000,275594000,80149200,6556340,50,52,12,0.3126775520165644,Sản phẩm không đáp ứng yêu cầu của khách hàng,9,"Khách hàng đổi ý, không muốn mua nữa",Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",True,0.7915120565353759,13,0.17,72,3,0.3579272208430014,Rất ổn định,1463000,Kinh doanh truyền thống,Trên 3 tỷ,Nhà ở chính,Có,19600000,292524000
1789,61623,61623,Thái Nguyên H**g,Nữ,2003-11-18,"494/475, Mạc Đĩnh Chi, Phường Linh Trung, Quận 1, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,+1-251-752-0388x69818,tarajimenez@example.com,Diễn viên,Sinh viên,Có gia đình,VIP,2022-09-10,,Active,562,251,0.07,SV517,19,839,48,84,95,200,True,0,7,1679813000,907694000,33812000,36852000,934684000,447900000,59488700,3894870,9,11,5,0.7308196667419294,Sản phẩm không đáp ứng yêu cầu của khách hàng,3,"Khách hàng đổi ý, không muốn mua nữa",Tiền mặt khi nhận hàng (COD),"(['Cửa hàng trực tiếp'], [0])",False,0.9188449876669672,67,0.73,740,29,0.1698864178174897,Rất ổn định,3104000,Kinh doanh truyền thống,Trên 3 tỷ,Đất đai,Có,39700000,60720000
1790,14365,14365,Phạm Hạnh T***g,Nữ,2000-11-23,"1680/97/77/190/288, Trần Hưng Đạo, Phường 5, Quận Tân Bình, Hà Nội, Việt Nam",Hà Nội,Việt Nam,+1-367-711-5653x8725,patricia12@example.com,Kỹ sư phần mềm,Đại học,Độc thân,VIP,2014-12-10,,Active,519,503,0.05,VH573,22,644,181,88,157,194,True,14,7,6111522000,113360000,123804000,97320000,743928000,793558000,56084200,7325880,43,55,2,0.2956847731148286,Sản phẩm giao muộn so với hẹn giao,3,Sản phẩm bị hỏng trong quá trình vận chuyển,Chuyển khoản ngân hàng,"(['Ứng dụng điện thoại di động'], [0])",False,0.2836257156869978,64,0.01,472,18,0.2420335302492848,Tạm ổn,5536000,Đầu tư,Trên 3 tỷ,Bất động sản thương mại,Có,44700000,208008000
1791,44598,44598,La Nam H**i,Nam,1991-07-27,"2189/251, Lê Duẩn, Phường Bình Khánh, Quận 5, Ninh Thuận, Việt Nam",Ninh Thuận,Việt Nam,001-330-465-8049x64399,whitney23@example.com,Giáo viên,Trung học phổ thông,Độc thân,VIP,2020-06-06,,Active,519,181,0.05,ZK210,31,517,241,225,466,823,True,20,2,6694021000,393990000,120973000,844210000,284443000,918619000,73986100,1995170,265,27,7,0.6896799011901209,Vấn đề khác,4,Sản phẩm đã hết hạn sử dụng,Chuyển khoản ngân hàng,"(['Giao diện thanh toán trực tuyến trên website'], [0])",True,0.2724029205594355,76,0.75,184,35,0.1001984953594069,Rất ổn định,2737000,Đầu tư,Dưới 300 triệu,Căn hộ/Chung cư,Không,300000,339408000
1792,66907,66907,Trang Nhật T***h,Nam,2003-11-02,"1621/909, Điện Biên Phủ, Phường An Hòa, Phúc Thọ, Thái Nguyên, Việt Nam",Thái Nguyên,Việt Nam,575-704-7660x215,watsonrobert@example.com,Giám đốc,Trung học phổ thông,Độc thân,VIP,2016-05-05,,Active,580,577,0.1,UF177,19,805,314,192,31,317,False,6,3,6665665000,655499000,296157000,836397000,405393000,19411000,87516300,5386530,103,28,1,0.4222804411940652,Khách hàng không hài lòng với trải nghiệm mua hàng,13,Sản phẩm đã hết hạn sử dụng,Thẻ tín dụng,"(['Điểm thanh toán tự động'], [0])",True,0.0641754969417525,44,0.54,941,46,0.6168828569144404,Rất ổn định,2858000,Đầu tư,Trên 3 tỷ,Bất động sản thương mại,Có,24800000,249948000
1793,94585,94585,Phó Thành L**h,Nữ,1959-02-11,"1799/835, Trần Hưng Đạo, Phường An Hòa, Quận 1, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,001-262-868-8794,rbrown@example.com,Nhân viên,Đi làm,Độc thân,Loyalty,2020-01-19,,Active,249,191,0.05,KS183,63,774,247,260,403,694,False,13,3,3457805000,20482000,434633000,624456000,699050000,866926000,36716100,3988090,133,97,3,0.1858645966911926,Sản phẩm không đáp ứng yêu cầu của khách hàng,10,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,"(['Ứng dụng điện thoại di động'], [0])",False,0.7772750152372189,69,0.92,932,17,0.3788593150506449,Rất ổn định,8945000,Làm thuê,Trên 3 tỷ,Căn hộ/Chung cư,Không,27000000,452820000
1794,94598,94598,Mộc Mai N*a,Khác,1991-04-12,"1503/27/32/40/342, Hồ Tùng Mậu, Phường 3, Nam Từ Liêm, Bình Phước, Việt Nam",Bình Phước,Việt Nam,001-567-849-4986,larry87@example.org,Kỹ sư phần mềm,Đi làm,Có 2 bé,VIP,2020-02-12,,Active,840,432,0.1,MZ201,31,131,333,10,193,926,True,20,15,8551859000,26162000,730063000,839230000,363506000,519841000,84101600,900300,97,55,5,0.0528590107696257,Vấn đề khác,4,Sản phẩm gửi sai,Thanh toán bằng QR Code,"(['Cửa hàng trực tiếp'], [0])",True,0.8179696227247419,81,0.02,360,10,0.7085185463458551,Ổn định,297000,Kinh doanh truyền thống,Trên 3 tỷ,Đất đai,Có,11200000,384732000
1795,27225,27225,Cao Bảo L**h,Nữ,1962-10-28,"2534/73/172/66, Hai Triều, Phường Bình Trưng Tây, Quận 2, Hà Nội, Việt Nam",Hà Nội,Việt Nam,(901)650-0080,william88@example.org,Kỹ sư phần mềm,Trung học phổ thông,Độc thân,Loyalty,2017-09-04,,Active,421,361,0.05,LU857,60,650,299,133,221,826,True,20,16,2856752000,496731000,631879000,817789000,936466000,508564000,39500,7537270,208,68,4,0.4707582124738062,Sản phẩm không hoạt động đúng cách,14,Sản phẩm nhận không đủ số lượng,Tiền mặt khi nhận hàng (COD),"(['Giao diện thanh toán trực tuyến trên website'], [0])",True,0.5395167346295897,88,0.58,50,50,0.7643998570403447,Rất ổn định,624000,Làm thuê,Trên 3 tỷ,Nhà ở chính,Không,29200000,92196000
1796,33677,33677,Bình Quang H*a,Nam,1988-03-05,"1734/603, Hồ Hảo Hớn, Phường 8, Quận Gò Vấp, Hưng Yên, Việt Nam",Hưng Yên,Việt Nam,(502)979-8593x51745,darrennewton@example.net,Nhân viên,Đại học,Đã kết hôn,Loyalty,2018-11-22,,Active,297,295,0.03,EJ903,34,469,227,126,597,641,True,18,12,704847000,587628000,756662000,115291000,110668000,712085000,90357300,5175170,104,66,43,0.6467851060269314,Vấn đề khác,6,Sản phẩm không đúng mô tả,Tiền mặt khi nhận hàng (COD),"(['Cửa hàng trực tiếp'], [0])",True,0.3547891370175837,34,0.59,727,5,0.7966059058255709,Rất ổn định,4319000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,Nhà ở chính,Không,45800000,175680000
1797,30687,30687,Cao Nam V**t,Nữ,1994-05-10,"2149/197, Cách Mạng Tháng Tám, Phường Tam Phú, Hoài Đức, Điện Biên, Việt Nam",Điện Biên,Việt Nam,2798353445,carol00@example.org,Kỹ sư phần mềm,Trung học phổ thông,Có 1 bé,VIP,2021-03-06,,Active,530,245,0.1,FG198,28,434,245,114,237,214,True,7,14,216442000,926982000,185128000,52536000,249275000,675855000,35298500,7901570,90,26,1,0.3906182558452208,Sản phẩm không đáp ứng yêu cầu của khách hàng,9,Sản phẩm bị hỏng trong quá trình vận chuyển,Chuyển khoản ngân hàng,"(['Điểm thanh toán tự động'], [0])",False,0.9217708153314824,92,0.62,390,42,0.4527127138437923,Rất ổn định,6705000,Cho thuê,Dưới 300 triệu,Bất động sản thương mại,Có,9000000,566532000
1798,41522,41522,Mai Thắng G*a,Nam,2010-12-15,"2036/57/80, Nguyễn Đức Cảnh, Phường An Hòa, Ba Vì, Quảng Ninh, Việt Nam",Quảng Ninh,Việt Nam,+1-987-614-7048x25482,curtis98@example.net,Bác sĩ,Trung học phổ thông,Độc thân,VIP,2021-02-22,2023-10-10,Active,507,363,0.1,VV790,12,567,3,5,538,772,True,12,19,9717996000,860574000,238196000,844207000,903430000,4752000,34885300,9973680,19,48,7,0.3872627268486424,Sản phẩm không hoạt động đúng cách,11,Khách hàng không nhận được hàng,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",False,0.1407002668308384,88,0.9,403,8,0.1572500267676404,Ổn định,7326000,Kinh doanh truyền thống,Trên 3 tỷ,Đất đai,Có,30500000,594876000
1799,72342,72342,Vũ Hậu N**c,Nữ,2008-11-23,"1756/57/48r, Đường Số 1, Phường 7, Quận Thủ Đức, Cần Thơ, Việt Nam",Cần Thơ,Việt Nam,433.562.0901,lopezeric@example.net,Lập trình viên,Thạc sĩ,Có gia đình,VIP,2018-01-26,,Active,766,538,0.1,JH458,14,214,38,57,320,222,False,12,7,3560521000,408389000,459646000,981104000,115356000,196883000,4033200,6623460,27,24,58,0.7866727578574456,Sản phẩm giao muộn so với hẹn giao,9,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,"(['Cổng thanh toán của bên thứ ba'], [0])",False,0.3199402362755796,39,0.45,908,18,0.304429364613388,Rất ổn định,4964000,Kinh doanh truyền thống,Trên 3 tỷ,Bất động sản thương mại,Có,7700000,195168000
1800,86198,86198,Ngọc Tùng Đ*n,Nam,2000-08-28,"1602/53/90/9/240S, Hoàng Sa, Phường Linh Chiểu, Quận 2, Hà Nam, Việt Nam",Hà Nam,Việt Nam,653.713.3715,justinmanning@example.net,Nhân viên,Không có,Độc thân,VIP,2021-12-03,,Active,657,465,0.1,NB745,22,455,338,285,34,226,True,13,10,6313544000,587255000,536091000,412787000,90473000,605996000,4323300,5340700,269,7,22,0.4490914382628184,Sản phẩm giao muộn so với hẹn giao,1,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán bằng QR Code,"(['Ứng dụng điện thoại di động'], [0])",True,0.9202723350517064,77,0.75,124,27,0.0853075155659501,Rất ổn định,6052000,Kinh doanh online,Dưới 300 triệu,Căn hộ/Chung cư,Có,13500000,378768000
1801,49861,49861,Trình Quyên Đ**g,Nam,1988-06-23,"283/85/88/188, Cô Giang, Phường Bình Trưng Đông, Quận 5, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,(825)456-3567x82256,nathanbarrett@example.net,Biên tập viên,Trung học phổ thông,Đã kết hôn,VIP,2017-05-08,,Active,606,181,0.07,MJ450,34,395,227,74,548,837,False,11,6,3011596000,771717000,348435000,29998000,559786000,160736000,75213000,2780450,24,32,49,0.4751261610268744,Sản phẩm không hoạt động đúng cách,1,Sản phẩm đã hết hạn sử dụng,Thanh toán qua cổng thanh toán trực tuyến,"(['Cổng thanh toán của bên thứ ba'], [0])",False,0.5323936741004371,18,0.04,399,10,0.602624082094142,Rất ổn định,706000,Cho thuê,Từ 300 triệu tới 1 tỷ,Đất đai,Có,49500000,73788000
1802,67087,67087,Thái Linh T**i,Nam,1992-04-30,"1748/76/162/129/93n, Cống Quỳnh, Phường Bình Trưng Đông, Quận Phú Nhuận, Sóc Trăng, Việt Nam",Sóc Trăng,Việt Nam,+1-354-213-9030x328,ashleythompson@example.net,Kiến trúc sư,Đại học,Độc thân,VIP,2021-03-30,,Active,594,305,0.07,OD795,30,405,320,70,571,616,True,20,9,5729079000,624367000,228004000,53918000,116284000,470025000,35478200,9997720,244,4,27,0.3502739900301586,Sản phẩm giao muộn so với hẹn giao,4,Vấn đề khác,Chuyển khoản ngân hàng,"(['Cổng thanh toán của bên thứ ba'], [0])",False,0.333944479431748,39,0.83,28,18,0.8168482785210562,Rất ổn định,5714000,Kinh doanh online,Dưới 300 triệu,Đất đai,Có,19900000,113808000
1803,61245,61245,Hạ Anh P**c,Nữ,2004-11-02,"257/74/13/115, Cách Mạng Tháng Tám, Phường An Hòa, Đông Anh, Hà Nội, Việt Nam",Hà Nội,Việt Nam,+1-281-286-1979,zcampbell@example.com,Lập trình viên,Đi làm,Có 1 bé,Loyalty,2013-06-22,,Active,262,195,0.05,LM799,18,764,121,11,516,597,False,19,7,7772545000,679122000,93300000,215833000,274867000,851314000,40178100,9901140,285,77,24,0.3284226512585861,Dịch vụ không chuyên nghiệp,6,Sản phẩm bị hỏng trong quá trình vận chuyển,Tiền mặt khi nhận hàng (COD),"(['Điểm thanh toán tự động'], [0])",True,0.4719733689921404,11,0.4,288,36,0.3627986446832262,Ổn định,1961000,Làm thuê,Trên 3 tỷ,Nhà ở chính,Không,31700000,430728000
1804,81568,81568,Cao Minh L**h,Nữ,2004-08-09,"23/64/8/115/365, Phó Đức Chính, Phường 7, Ba Vì, Cà Mau, Việt Nam",Cà Mau,Việt Nam,+1-627-579-7894x096,myersbonnie@example.com,Kỹ sư phần mềm,Đại học,Độc thân,VIP,2020-01-29,,Active,612,493,0.07,YW907,18,450,319,85,96,51,True,20,19,627246000,686305000,284618000,737491000,197762000,122115000,67418600,8767880,216,65,1,0.8740355351866416,Sản phẩm không hoạt động đúng cách,8,Sản phẩm nhận không đủ số lượng,Chuyển khoản ngân hàng,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.939725034410266,95,0.46,408,40,0.3570432020603592,Rất ổn định,2655000,Kinh doanh online,Trên 1 tỷ,Căn hộ/Chung cư,Có,21300000,338568000
1805,38846,38846,Bạch Nguyên Đ*c,Nữ,2009-08-19,"1878/70/124, Đường Lê Văn D, Phường Linh Chiểu, Quận 5, Hà Nội, Việt Nam",Hà Nội,Việt Nam,(692)382-7896,timothysmith@example.org,Kỹ sư phần mềm,Trung học phổ thông,Độc thân,Loyalty,2013-08-24,2014-04-25,Expired,322,136,0.04,JY566,13,748,282,138,383,165,False,21,15,3614297000,498529000,623589000,467430000,153494000,347080000,66096900,8995110,276,97,28,0.7124336022774851,Dịch vụ không chuyên nghiệp,4,"Khách hàng đổi ý, không muốn mua nữa",Thẻ tín dụng,"(['Điểm thanh toán tự động'], [0])",False,0.8854873623339424,93,0.84,286,28,0.3812123818389443,Ổn định,3561000,Freelancer,Trên 3 tỷ,Bất động sản thương mại,Không,2200000,186696000
1806,73903,73903,Đặng Nhân H***n,Nam,1984-05-07,"1207/81/88/35, Cống Lở, Phường Linh Trung, Quận Tân Bình, Hải Phòng, Việt Nam",Hải Phòng,Việt Nam,5587742292,edwardsjames@example.org,Lập trình viên,Đi làm,Độc thân,Loyalty,2022-11-02,,Active,209,93,0.03,ZK148,38,485,317,215,163,410,False,11,8,5555865000,296974000,837783000,591106000,385299000,299464000,55791900,2300190,251,85,34,0.4568805204222386,Vấn đề khác,4,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",False,0.6611731266173514,93,0.53,114,3,0.4217889499305332,Rất ổn định,5982000,Kinh doanh truyền thống,Trên 3 tỷ,Bất động sản thương mại,Không,9300000,323304000
1807,75638,75638,Đỗ Văn Đ**h,Nữ,1989-04-12,"1725/87/31, Võ Thị Sáu, Phường An Lạc, Thanh Xuân, Lào Cai, Việt Nam",Lào Cai,Việt Nam,909.449.6775x8866,quinnstephanie@example.com,Nhiếp ảnh gia,Trung học phổ thông,Độc thân,Loyalty,2021-11-15,,Active,159,159,0.03,GR438,33,31,25,111,392,363,False,23,20,87272000,604735000,239057000,667850000,371745000,140660000,19000800,2626430,276,43,59,0.3699762229823454,Vấn đề khác,6,Sản phẩm đã hết hạn sử dụng,Thanh toán qua cổng thanh toán trực tuyến,"(['Giao diện thanh toán trực tuyến trên website'], [0])",True,0.0009762994201912,89,0.62,819,38,0.3633176774113229,Thất thường,8988000,Freelancer,Từ 300 triệu tới 1 tỷ,Đất đai,Không,18200000,242772000
1808,98667,98667,Lý Thắng N**t,Nam,2001-11-02,"138/17, Huỳnh Thúc Kháng, Phường Tam Bình, Quốc Oai, Trà Vinh, Việt Nam",Trà Vinh,Việt Nam,+1-274-854-6105x2738,thomas77@example.org,Lập trình viên,Sinh viên,Độc thân,Loyalty,2018-03-20,,Active,223,48,0.04,IF575,21,621,271,153,59,311,True,21,20,7952762000,898334000,586068000,778134000,163953000,396433000,31813100,8474380,92,25,31,0.2454948256097667,Sản phẩm không đáp ứng yêu cầu của khách hàng,4,Sản phẩm nhận không đủ số lượng,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",False,0.5197802254147191,54,0.47,874,12,0.2882386588743816,Ổn định,323000,Kinh doanh truyền thống,Trên 3 tỷ,Căn hộ/Chung cư,Có,42000000,97260000
1809,35434,35434,Đới Vân H***n,Nữ,1984-01-14,"1649/23/68/208, Võ Duy Ninh, Phường Thủ Thiêm, Thanh Oai, Kon Tum, Việt Nam",Kon Tum,Việt Nam,001-688-680-0503,susan73@example.net,Bác sĩ,Thạc sĩ,Độc thân,Loyalty,2022-01-31,,Active,110,35,0.04,DR419,38,781,264,218,435,93,False,15,5,7869559000,114652000,662847000,975552000,595908000,998995000,47570400,1411400,274,19,28,0.178660739962564,Vấn đề khác,14,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán bằng QR Code,"(['Cổng thanh toán của bên thứ ba'], [0])",True,0.6613085652097863,90,0.9,367,43,0.8654645019001636,Ổn định,2823000,Cho thuê,Trên 3 tỷ,Căn hộ/Chung cư,Không,19400000,352068000
1810,64928,64928,Hoàng Hữu M**h,Nam,2010-09-16,"1742/42/90/234/2, Huỳnh Thúc Kháng, Phường 12, Chương Mỹ, Ninh Thuận, Việt Nam",Ninh Thuận,Việt Nam,001-211-807-0163x1011,simonchristopher@example.com,Lập trình viên,Đi làm,Có 1 bé,VIP,2019-09-03,,Active,525,161,0.1,HH619,12,760,201,73,11,840,False,19,14,1263330000,923376000,982087000,456853000,452906000,484785000,74157400,1963090,265,58,60,0.0394529696519976,Sản phẩm giao muộn so với hẹn giao,12,"Khách hàng đổi ý, không muốn mua nữa",Chuyển khoản ngân hàng,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.4829801092786425,88,0.45,510,4,0.8002895498445527,Rất ổn định,6570000,Kinh doanh online,Trên 3 tỷ,Căn hộ/Chung cư,Có,31000000,223776000
1811,86798,86798,Trần Thái H**u,Nữ,1986-07-03,"2396/802, Lê Duẩn, Phường An Lợi Đông, Đông Anh, Nghệ An, Việt Nam",Nghệ An,Việt Nam,(862)866-8470,lberry@example.org,Lập trình viên,Đại học,Có 2 bé,VIP,2020-01-11,,Active,760,33,0.1,DV784,36,831,162,282,378,110,True,10,9,4615233000,339078000,665315000,836332000,552978000,152938000,64157900,492330,270,51,1,0.1096337309330235,Sản phẩm giao muộn so với hẹn giao,15,Khách hàng không nhận được hàng,Thanh toán qua cổng thanh toán trực tuyến,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.6511707320498911,93,0.38,268,50,0.8588880398274162,Ổn định,2592000,Đầu tư,Trên 3 tỷ,Bất động sản thương mại,Có,16300000,503124000
1812,54441,54441,Lưu Tú H**i,Nam,2007-01-01,"1526/35/159, Huỳnh Thúc Kháng, Phường 4, Hòa Bình, Cần Thơ, Việt Nam",Cần Thơ,Việt Nam,001-788-944-4531,stephanie17@example.org,Kiến trúc sư,Đi làm,Độc thân,VIP,2018-07-31,,Active,682,230,0.07,GH307,16,780,213,192,340,314,True,12,3,9840015000,667618000,69184000,878617000,438245000,475426000,4906700,3525020,84,81,4,0.6021954087092686,Vấn đề khác,2,Sản phẩm nhận không đủ số lượng,Thẻ tín dụng,"(['Cổng thanh toán của bên thứ ba'], [0])",False,0.7225517063229496,84,0.63,707,39,0.800390959110522,Rất ổn định,7074000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,Đất đai,Có,14000000,164760000
1813,50509,50509,Tạ Phúc T**y,Nam,2005-07-05,"1024/78/50/114/91x, Đặng Tất, Phường 2, Quận 5, Hà Nội, Việt Nam",Hà Nội,Việt Nam,6755637879,tiffanymiles@example.org,Kỹ sư phần mềm,Sinh viên,Độc thân,VIP,2019-10-03,,Active,716,661,0.1,BH468,17,616,285,155,110,142,True,18,1,2548904000,911703000,118518000,481290000,382845000,691703000,39273200,3708440,201,40,2,0.735969450117744,Khách hàng không hài lòng với trải nghiệm mua hàng,5,Sản phẩm đã hết hạn sử dụng,Chuyển khoản ngân hàng,"(['Cửa hàng trực tiếp'], [0])",False,0.9889112385678144,56,0.04,124,21,0.3726970424095437,Rất ổn định,5159000,Đầu tư,Từ 300 triệu tới 1 tỷ,Nhà ở chính,Có,27700000,305292000
